"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X1680"	0.2372	0.1653	0.2753	0.3175	0.2688	0.2455	0.3241	0.3037
"X1686"	0.3656	0.3063	0.4076	0.4872	0.3349	0.4545	0.2312	0.2935
"X1692"	0.4487	0.4537	0.4908	0.3731	0.4437	0.4455	0.5	0.3123
"X1693"	0.0323	0.0333	0.0323	0.0615	0.027	0.1591	0.1762	0.027
"X1694"	0.2065	0.2345	0.0935	0.1404	0.1245	0	0.085	0.2807
"X1696"	0.4463	0.371	0.4728	0.4731	0.4543	0.4848	0.3696	0.4013
"X1697"	0.3101	0.1944	0.429	0.3201	0.448	0.1727	0.3458	0.2688
"X17"	0.0731	0.1774	0	0.1245	0.0731	0	0.1558	0.0244
"X1708"	0.4324	0.4692	0.3718	0.3786	0.3266	0.2455	0.4348	0.4979
"X1709"	0.45	0.4699	0.2883	0.3378	0.4128	0.4545	0.4946	0.4547
"X1712"	0.2165	0.1774	0.1676	0.1404	0.2524	0.2273	0.1196	0.047
"X1718"	0	0.0701	0.0634	0.1276	0.0749	0.1727	0.1902	0.1092
"X1724"	0.4866	0.5	0.4722	0.4881	0.4048	0.5	0.5	0.5
"X1725"	0.4399	0.3871	0.3864	0.2449	0.4671	0.3409	0.4873	0.421
"X1726"	0.1579	0.1774	0.0303	0.1821	0.0939	0.0833	0.0815	0.1132
"X1727"	0.027	0.1264	0	0	0	0	0	0
"X1731"	0.5034	0.5054	0.4905	0.4706	0.4267	0.5227	0.4941	0.5018
"X1736"	0.4812	0.4667	0.4546	0.4642	0.4291	0.4545	0.4674	0.4575
"X1749"	0.3463	0.3522	0.4567	0.3654	0.366	0.3485	0.2536	0.3018
"X1751"	0.4535	0.3534	0.4224	0.4269	0.5057	0.4455	0.303	0.0731
"X1756"	0.3293	0.4161	0.4006	0.3974	0.3745	0.4621	0.3498	0.3976
"X1757"	0.1509	0.1839	0	0.0278	0	0	0.1902	0.1585
"X1759"	0.1092	0.1264	0	0.0985	0.0856	0.0909	0.0435	0.0788
"X1760"	0.1159	0.0323	0	0	0	0	0	0.0482
"X1761"	0.0482	0.0323	0.0312	0	0	0	0.1902	0.0482
"X1763"	0.0579	0.1305	0	0.0278	0	0	0.1196	0.027
"X1767"	0.0962	0.2345	0.0615	0.1186	0	0.1591	0.085	0.0918
"X1770"	0.178	0.0634	0.1155	0.0962	0.2165	0	0.0417	0.047
"X1774"	0.359	0.2155	0.2222	0.2159	0.3167	0.2455	0.3052	0.1821
"X1779"	0.3457	0.2742	0.3629	0.226	0.2218	0.2879	0.3351	0.2397
"X178"	0.081	0.1032	0.1505	0.0278	0	0	0	0.0985
"X1785"	0.4899	0.4828	0.4839	0.4936	0.4929	0.4924	0.4946	0.4962
"X1789"	0.2269	0.1552	0.0655	0.0788	0.1786	0.1591	0.2312	0.1548
"X179"	0.1404	0.2032	0.0655	0.1186	0.2577	0.1727	0.1196	0.0697
"X1793"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X1796"	0.1215	0.1264	0.1505	0.2627	0.0962	0.1	0.0815	0.1159
"X1799"	0.2701	0.3355	0.2159	0.1615	0.1159	0	0.1902	0.212
"X18"	0.0506	0.0357	0.0634	0.1952	0.1215	0.1727	0	0.0749
"X1800"	0.4543	0.4692	0.3362	0.3051	0.3966	0.3182	0.5022	0.4823
"X1802"	0.0533	0.0966	0.0655	0.0519	0	0	0.1558	0.0749
"X1804"	0.1276	0.2487	0.3172	0.4103	0.281	0.2879	0.3098	0.1959
"X1805"	0.0939	0.0935	0	0.0731	0.0962	0.0833	0.0815	0.1579
"X1808"	0.0506	0	0.2957	0.3167	0.3532	0.3091	0.1902	0.0519
"X1810"	0.0731	0.2816	0.2516	0.2681	0.2365	0.1591	0.3202	0.1976
"X1811"	0.2165	0.1505	0.0881	0.1615	0.1372	0.0833	0.2228	0.212
"X1816"	0.1821	0.1264	0.0303	0.0506	0.0482	0	0.1621	0.1341
"X1818"	0.5016	0.5	0.5012	0.5017	0.4962	0.5091	0.5059	0.504
"X1819"	0.0939	0.0966	0.1155	0.1615	0.0482	0.1591	0.1558	0.0697
"X1821"	0	0	0	0.0263	0.0962	0.1591	0	0
"X1823"	0.2214	0.2957	0.228	0.3423	0.35	0.2879	0.2826	0.3144
"X1827"	0.1092	0	0.1226	0.1653	0.0749	0	0.0417	0.226
"X1828"	0.4915	0.4868	0.4871	0.4602	0.4737	0.4091	0.4964	0.495
"X1829"	0.2695	0.3534	0.3011	0.3917	0.275	0.3409	0.4022	0.4079
"X183"	0	0.0323	0	0.0494	0	0.1591	0	0
"X1834"	0.0533	0.0998	0	0	0.0749	0.0833	0.0417	0.1404
"X1835"	0	0	0.0303	0.0962	0.1653	0.0833	0.1196	0
"X1836"	0.0533	0.0677	0.1505	0.1437	0.0519	0	0.1902	0.0506
"X1842"	0.4933	0.5057	0.4738	0.4878	0.4801	0.5076	0.5018	0.5043
"X1849"	0.2577	0.2753	0.2692	0.4459	0.2701	0.2273	0.2536	0.3726
"X185"	0.1579	0.2032	0.2604	0.2019	0.2165	0.2273	0.3098	0.23
"X1852"	0.2976	0.3355	0.1165	0.1215	0.025	0.0833	0.0417	0.1579
"X1857"	0	0	0.0881	0.0494	0.0713	0	0.2228	0.0713
"X1858"	0.1832	0.1709	0.1575	0.2228	0.256	0.4306	0.3804	0.1092
"X1861"	0.3171	0.2816	0.2812	0.2019	0.3463	0.4318	0.3804	0.3463
"X1864"	0.1276	0	0.0615	0.1215	0	0	0.085	0
"X1868"	0.4701	0.3995	0.4264	0.4817	0.426	0.3727	0.4221	0.4782
"X1872"	0	0	0	0.025	0	0	0.1196	0
"X1879"	0.502	0.5011	0.504	0.5036	0.5007	0.5091	0.4891	0.5029
"X1884"	0.2319	0.2957	0.1505	0.1276	0.0494	0.0833	0.2536	0.3231
"X1886"	0.3514	0.3413	0.1226	0.0768	0.2807	0.1727	0.3822	0.2866
"X1897"	0.1215	0.0935	0.0597	0.0519	0	0.0909	0.0815	0.0749
"X190"	0.0962	0.0634	0.0907	0.1615	0.0244	0.0909	0	0.0918
"X1900"	0.4067	0.3793	0.1676	0.275	0.3598	0.2273	0.2826	0.2816
"X1904"	0.0482	0.0701	0.0907	0	0.0256	0.0833	0.1558	0
"X1908"	0.4899	0.4286	0.4731	0.482	0.4942	0.5	0.5054	0.504
"X1910"	0.2449	0.2222	0.1462	0.3146	0.1615	0.3409	0.2536	0.1862
"X1922"	0	0	0	0	0.1976	0.2879	0.0417	0
"X1924"	0.5045	0.4862	0.4914	0.4943	0.4459	0.2955	0.4855	0.4794
"X1928"	0.3431	0.3732	0.3253	0.3731	0.4519	0.4091	0.4004	0.4302
"X1929"	0	0	0	0	0	0.1591	0	0
"X1930"	0.3293	0.2103	0.4271	0.3853	0.366	0.5	0.2312	0.3403
"X1931"	0	0	0	0.1437	0	0	0.0435	0
"X1932"	0	0.0783	0.0655	0.1734	0.0962	0	0	0.0579
"X1934"	0.286	0.5	0.1922	0.3378	0.2165	0.5	0.5	0.5
"X1937"	0.0713	0.2092	0.119	0.1693	0.1092	0.2879	0.2925	0.2397
"X1938"	0	0.0701	0.1653	0.0563	0.0506	0	0.1196	0.0985
"X1941"	0.081	0.2672	0.2092	0.2928	0.2874	0.3939	0.4004	0.226
"X1948"	0	0	0.0935	0.1036	0.101	0.1	0	0.0768
"X1951"	0.0563	0.0754	0	0.1155	0	0	0	0.0533
"X1954"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X1955"	0.4423	0.4613	0.4006	0.4474	0.4784	0.4924	0.4638	0.475
"X1956"	0.1036	0.0345	0	0.1215	0.0256	0.0909	0.0815	0.1437
"X1959"	0.3317	0.2968	0.2159	0.2632	0.3726	0.0909	0.1558	0.2866
"X196"	0.0482	0.0323	0	0.0506	0	0	0.1558	0.0238
"X1962"	0.0985	0.1897	0.2032	0.1615	0.2456	0.1727	0.0815	0.0494
"X1967"	0.025	0.0323	0.142	0	0.1404	0	0	0
"X1969"	0.1186	0	0.0303	0.0494	0.1787	0.1591	0	0.0697
"X197"	0.0713	0	0.0615	0.0962	0.1159	0.0833	0	0.0238
"X1972"	0.1159	0.0935	0.0881	0.0494	0	0.1591	0.1902	0.1132
"X1977"	0.5024	0.4989	0.482	0.4962	0.497	0.5152	0.5018	0.4855
"X1978"	0.2	0.0701	0	0.1155	0.0533	0	0	0.1862
"X1980"	0.0244	0.0323	0.0303	0	0	0	0	0.1132
"X1983"	0.0731	0.0345	0.142	0.2632	0.275	0.0833	0.2536	0.1615
"X1985"	0.4583	0.4925	0.4867	0.5038	0.4833	0.4848	0.5	0.489
"X1986"	0	0	0.0634	0	0.0749	0.1727	0	0.0533
"X1987"	0.2524	0.0935	0.0881	0.2397	0.2165	0.0833	0.1902	0
"X1988"	0.0985	0.1396	0.0935	0.0788	0.0756	0	0.0417	0.101
"X1989"	0	0.1305	0	0	0.0713	0.0833	0.1558	0.047
"X199"	0.2866	0.3793	0.1774	0.101	0.101	0.3409	0.4289	0.3293
"X1991"	0.453	0.4548	0.3883	0.2583	0.4073	0.4697	0.4873	0.4408
"X1995"	0.0506	0.0333	0.0303	0.1186	0.0962	0	0.2826	0.0945
"X1996"	0.4268	0.3366	0.379	0.366	0.2397	0.0833	0.4185	0.4309
"X1999"	0.0985	0.1264	0.0312	0.0256	0.1171	0.3939	0.3098	0.1221
"X2003"	0.2923	0.3538	0.322	0.2696	0.2065	0	0.2536	0.3537
"X2008"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X2009"	0.4765	0.5043	0.4301	0.5014	0.5021	0.4909	0.5091	0.4483
"X201"	0.2065	0.0323	0.2681	0.1653	0.1906	0.0833	0.1196	0.212
"X2012"	0	0	0	0.1472	0	0	0	0
"X2013"	0.0713	0	0	0.025	0	0	0	0.1372
"X2016"	0.5032	0.5062	0.4667	0.4452	0.4936	0.4015	0.4656	0.4987
"X2019"	0.1159	0.3355	0.1264	0.1906	0.1517	0.3409	0.2536	0.1862
"X2023"	0.4714	0.5	0.2957	0.3979	0.3167	0.5	0.5	0.5
"X2028"	0	0	0	0	0	0.1889	0	0
"X203"	0.1186	0.0935	0	0.0494	0	0	0.0815	0.0918
"X2032"	0.3667	0.3538	0.2414	0.3603	0.3725	0.3864	0.4022	0.3323
"X2035"	0.4769	0.4516	0.4935	0.4769	0.4939	0.5	0.4493	0.4524
"X204"	0.1693	0.037	0.266	0.254	0.2688	0.4545	0.2403	0.1693
"X2047"	0.025	0.0323	0.0597	0.0962	0	0.2455	0.0417	0.047
"X2048"	0.0749	0	0.1516	0.1036	0.2397	0.4273	0.1196	0.0506
"X2057"	0.0482	0.141	0.0998	0.0278	0.0494	0	0.0435	0.1186
"X206"	0.2165	0.228	0.1155	0.0506	0.178	0	0.0815	0.1132
"X2061"	0.3431	0.3448	0.4901	0.3293	0.4512	0.4242	0.4493	0.2695
"X2067"	0.3018	0.3355	0.1155	0.3077	0.3018	0.2879	0.2536	0.2474
"X2068"	0.3656	0.2751	0.1264	0.1276	0	0.0909	0.3098	0.2807
"X2069"	0.2165	0.2032	0.143	0.0962	0.1579	0.1591	0.2536	0.23
"X207"	0.1872	0.0998	0	0.027	0.0548	0	0.1688	0.1215
"X2070"	0.286	0.228	0.1922	0.1821	0.2348	0.0833	0.1902	0.2125
"X2072"	0.3726	0.4409	0.5057	0.4968	0.4854	0.5227	0.4704	0.4965
"X2076"	0.4535	0.4868	0.484	0.4183	0.4122	0.4778	0.4746	0.4339
"X2077"	0.3521	0.266	0.3942	0.2873	0.436	0.1591	0.3587	0.23
"X2080"	0.0533	0.1709	0.0655	0.0256	0.0263	0	0	0.1437
"X2081"	0.2695	0.1516	0.1932	0.1615	0.1579	0	0.3587	0.1787
"X2084"	0.4512	0.5057	0.4466	0.4575	0.4879	0.5091	0.462	0.4692
"X2091"	0	0	0	0.141	0.0256	0.1591	0.0435	0.0939
"X2093"	0.0286	0	0.0312	0.1063	0.1215	0	0	0.0263
"X2094"	0.3957	0.3644	0.3437	0.3532	0.3854	0.3091	0.4022	0.3323
"X21"	0.4577	0.4989	0.3381	0.4231	0.436	0.4773	0.4982	0.4965
"X2101"	0.1615	0.1305	0.101	0.1101	0.0817	0	0.1357	0.0749
"X2108"	0.342	0.2293	0.3731	0.2941	0.35	0.2455	0.1621	0.3986
"X2109"	0.4067	0.4409	0.0881	0.2917	0.2165	0.3864	0.3587	0.378
"X2111"	0.0788	0.1505	0.1986	0.1653	0.1437	0.0909	0.1902	0.0494
"X2113"	0.2754	0.1774	0.1884	0.2212	0.3797	0.3409	0.1196	0.1252
"X212"	0.0244	0	0.0303	0	0.1159	0	0	0
"X2120"	0.4135	0.4172	0.3021	0.359	0.2707	0.4015	0.4384	0.3792
"X2125"	0.2112	0.1032	0.119	0.2518	0.0768	0.0833	0.0815	0.1585
"X2126"	0.1186	0.0634	0.0615	0.0519	0.1372	0	0.1196	0.0482
"X2127"	0.0244	0.0634	0.0881	0.1186	0.1372	0.0833	0	0
"X2129"	0.0263	0	0.0312	0.025	0.0263	0.1591	0	0.0238
"X213"	0.3654	0.4446	0.1032	0.2112	0.2807	0.4545	0.4935	0.468
"X2131"	0.0494	0.0701	0.0303	0.0256	0	0.0833	0	0.0985
"X2135"	0.4463	0.4989	0.4006	0.4917	0.4135	0.4545	0.4366	0.4933
"X2136"	0.2627	0.1601	0.1724	0.2632	0.3506	0.0833	0.2536	0.2982
"X2141"	0.2681	0.4487	0.1724	0.2928	0.3654	0.4924	0.4946	0.4801
"X2143"	0.4787	0.4871	0.5038	0.4788	0.4988	0.3939	0.4909	0.5035
"X2146"	0.5038	0.5011	0.4943	0.5026	0.5013	0.5	0.5072	0.4927
"X2149"	0.3506	0.4022	0.1676	0.2976	0.2688	0.3636	0.2945	0.2642
"X2151"	0.1155	0.1446	0.0385	0.0579	0.0263	0	0.0435	0.1276
"X2158"	0.0788	0	0.0357	0	0.0278	0	0.1245	0
"X2163"	0.5	0.4977	0.5012	0.4812	0.4831	0.4924	0.4909	0.4919
"X2164"	0.0286	0	0.0615	0.0548	0.1036	0	0.0815	0
"X2165"	0.5013	0.4989	0.496	0.5026	0.4673	0.5	0.4921	0.4872
"X2167"	0.4372	0.3241	0.339	0.2267	0.178	0.0833	0.2536	0.2814
"X2170"	0	0.0323	0	0	0.1579	0.0833	0.0417	0.047
"X2171"	0.4926	0.5046	0.4602	0.4966	0.5043	0.2879	0.5054	0.5034
"X2172"	0	0.0935	0	0	0.1192	0.0833	0.0417	0.0238
"X2173"	0.241	0.1505	0.2822	0.3378	0.2165	0.4455	0.1196	0.3441
"X2174"	0.0713	0.1226	0.0655	0.0256	0.1186	0	0	0.0923
"X2181"	0	0	0.0634	0.025	0.0985	0	0.0417	0
"X2183"	0.0939	0.1505	0.0597	0.0494	0.0939	0.0833	0.0417	0
"X2184"	0	0	0	0	0	0.1591	0	0
"X219"	0.025	0.037	0.0615	0.0985	0.0749	0	0	0
"X2190"	0.1186	0.0634	0.0312	0.0256	0	0	0	0
"X2193"	0.2269	0.0998	0.1552	0.131	0.1381	0.0909	0.1245	0.1952
"X2195"	0.0533	0.0634	0	0.0506	0.0482	0	0.2228	0.0918
"X2197"	0.2165	0.1552	0	0	0	0	0.1558	0.0918
"X220"	0.0482	0.0323	0.142	0.0962	0.0482	0	0	0.047
"X2212"	0.0244	0.0333	0.1155	0	0.0244	0	0	0
"X2220"	0.0494	0.1828	0.245	0.0256	0.0482	0	0.0815	0
"X2224"	0.1872	0.1446	0	0.1276	0.0278	0	0.1558	0.1548
"X2226"	0.0263	0.1226	0.0615	0.1186	0.1215	0.0909	0.1196	0.0697
"X2232"	0.2619	0.2155	0.0615	0.1509	0.0303	0.1	0.3098	0.2511
"X2233"	0.0506	0.0701	0.0312	0	0.0962	0.1591	0	0
"X2234"	0.027	0.0345	0	0	0	0	0.1245	0
"X2235"	0.4598	0.4849	0.4744	0.4429	0.3726	0.4621	0.4004	0.471
"X2239"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X2241"	0.2695	0.2742	0.142	0.0749	0.025	0.2879	0.1902	0.1132
"X2245"	0	0.0345	0.0634	0.0731	0.178	0.2455	0.1196	0.025
"X2249"	0.0713	0.1226	0.0881	0.025	0.0939	0.0833	0.0815	0.0697
"X2253"	0.1579	0.0323	0.0615	0.1615	0.275	0.1667	0.0417	0.0697
"X2255"	0.1186	0.0357	0.0303	0	0	0	0.0417	0
"X2268"	0.1693	0.1032	0.1318	0.027	0.025	0	0.164	0.1869
"X227"	0.1159	0.0333	0.0312	0.0749	0.0244	0.0833	0.1245	0.0482
"X2272"	0.178	0.2032	0.0597	0.0256	0.0482	0	0.0417	0.0697
"X2273"	0.0482	0.1505	0.0597	0.275	0.178	0	0.0815	0.0918
"X2279"	0	0.0634	0.0907	0.025	0	0.1591	0.0417	0
"X228"	0.2632	0.1653	0.1774	0.1588	0.1615	0	0.1902	0.1906
"X2282"	0.3077	0.4052	0.0966	0.275	0.2976	0	0.3605	0.2404
"X2296"	0	0	0	0	0	0.1591	0	0
"X2299"	0.1372	0.2032	0.2159	0.2404	0.2348	0.3939	0.3202	0.1138
"X23"	0.0548	0	0.0935	0.1284	0.0548	0	0.1196	0.0506
"X2301"	0.4848	0.471	0.4015	0.4089	0.4695	0.5152	0.4493	0.4603
"X2303"	0.4287	0.4161	0.3201	0.2577	0.3378	0.4242	0.4511	0.4073
"X2307"	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"X231"	0.286	0.0333	0.119	0.0506	0.1976	0.1591	0.0815	0.1341
"X2312"	0.1186	0.0345	0.0333	0.0579	0.0263	0	0.0435	0.0533
"X2314"	0.5026	0.5062	0.4908	0.4926	0.5024	0.5	0.5036	0.5
"X2316"	0.4973	0.5034	0.3276	0.3378	0.3841	0.3091	0.4466	0.4954
"X232"	0.0263	0.1552	0.0615	0.0796	0	0.1889	0.0417	0.0962
"X2322"	0.0713	0.0634	0.142	0.275	0.1976	0.3409	0.0815	0.1742
"X2323"	0.0286	0.0634	0.0677	0.0548	0	0.0833	0.1558	0.0263
"X2324"	0.0788	0	0	0	0	0	0.0417	0.1092
"X2331"	0.4744	0.372	0	0.0768	0.1585	0.0833	0.4004	0.3317
"X2332"	0.0244	0.0655	0.119	0.1472	0.1437	0.2273	0.1196	0.1615
"X2334"	0.1036	0.0998	0.0323	0.0548	0.0519	0.1591	0.0435	0.0519
"X2335"	0.0244	0.1505	0	0.0731	0.025	0	0.2056	0.047
"X2340"	0	0	0.0881	0.0494	0.1579	0	0.0417	0
"X2343"	0.025	0.2345	0	0.0962	0.0482	0.1591	0.1196	0.0482
"X2348"	0.1906	0	0.2516	0.1952	0.309	0.4455	0.1902	0.0506
"X2350"	0.0256	0	0	0.0494	0.0533	0.1591	0	0
"X2353"	0.466	0.4527	0.3873	0.4417	0.4366	0.4318	0.3605	0.4332
"X2361"	0.1734	0.2835	0.0333	0.101	0.027	0.0909	0.2312	0.1588
"X2362"	0.0244	0.2345	0.1165	0.1472	0	0	0.0435	0.17
"X2366"	0.2671	0.3201	0.215	0.2874	0.2874	0.0909	0.3202	0.2326
"X2367"	0.0713	0.0935	0.1155	0.1653	0.0244	0	0.0417	0.047
"X2372"	0.4991	0.5012	0.5011	0.502	0.5016	0.4727	0.5	0.4829
"X2376"	0.1186	0.0977	0	0.0817	0.2319	0.2273	0.2228	0.0286
"X2387"	0.1579	0.1516	0.119	0.1862	0.1372	0	0.337	0.1341
"X2388"	0.1786	0.2009	0.3611	0.4345	0.4579	0.4889	0.3202	0.2214
"X2389"	0.4987	0.4897	0.4886	0.5028	0.5	0.4697	0.5054	0.5019
"X239"	0.0788	0.2293	0	0.0263	0	0	0.0435	0.081
"X2390"	0.0788	0.0357	0.2293	0.1693	0.2372	0.0909	0.0476	0.1345
"X2391"	0.4921	0.471	0.503	0.5021	0.4487	0.4773	0.4511	0.4129
"X2394"	0.3293	0.2103	0.3952	0.1862	0.3018	0.1591	0.2925	0.23
"X2396"	0.0939	0.0323	0	0.1615	0	0	0.0815	0.0263
"X2399"	0.0713	0.2516	0.142	0.0731	0.0731	0.0833	0.0417	0.1404
"X24"	0.027	0.1068	0.2414	0.0263	0.1245	0.2273	0.1196	0.131
"X2402"	0.4032	0.3954	0.2386	0.3986	0.275	0.2879	0.4185	0.3542
"X2403"	0.4667	0.3731	0.4148	0.4406	0.3782	0.2455	0.3587	0.4129
"X2409"	0.3323	0.0935	0.1462	0.275	0.2348	0.3409	0.0435	0.1404
"X2410"	0.2171	0.3034	0.1155	0.1215	0.0482	0	0.3098	0.1821
"X2424"	0.0881	0.0783	0.0726	0.3059	0.1092	0.1667	0.2228	0.1824
"X2430"	0.0768	0.0323	0.0312	0.0985	0.0519	0.1591	0.0417	0.1159
"X2431"	0.0597	0.0966	0.0323	0	0.0788	0.0833	0.1196	0.0749
"X2432"	0.286	0.3366	0.2386	0.3782	0.2524	0.0833	0.2826	0.2962
"X2434"	0.0494	0.1601	0	0.0494	0.1437	0	0	0.0494
"X2441"	0.0244	0.0323	0	0.1186	0.0939	0.0833	0	0
"X2445"	0	0.037	0.0345	0.0294	0.0563	0.0909	0.1688	0.0263
"X2447"	0.1372	0.0323	0.0303	0.0494	0.025	0	0.1196	0.0244
"X2449"	0.3208	0.1552	0.1724	0.2312	0.2065	0.0909	0.4185	0.1693
"X2451"	0.1734	0.1264	0.1226	0.0256	0.0256	0	0.0417	0.2019
"X2454"	0.2112	0.1653	0.0935	0.1548	0.1952	0.1889	0.3202	0.1693
"X2458"	0.1824	0.1709	0.1068	0.1063	0.101	0.1727	0.2403	0.2
"X2464"	0.0939	0.1264	0.119	0.0749	0.0939	0.0833	0.2554	0.0918
"X2467"	0.2807	0.2894	0.4103	0.4026	0.3791	0.2879	0.3351	0.2524
"X2469"	0.4815	0.5026	0.4172	0.4777	0.4791	0.3636	0.4242	0.4406
"X247"	0.0506	0.1828	0.0966	0.1676	0.1063	0.0909	0.1196	0.131
"X2474"	0.5026	0.4624	0.5066	0.5013	0.4854	0.4773	0.5072	0.5006
"X2476"	0.1345	0.2426	0.245	0.1615	0.2941	0.0909	0.2925	0.2162
"X2477"	0	0	0	0	0	0.3485	0	0
"X248"	0.0256	0	0.0323	0	0.2365	0.1727	0	0.0519
"X2485"	0.1159	0.1264	0	0.025	0	0	0.0815	0.0519
"X2489"	0.0788	0.0655	0.0881	0.025	0.0286	0	0.1196	0.025
"X2491"	0.3988	0.3172	0.34	0.275	0.2463	0.1	0.2925	0.2654
"X2495"	0.1579	0.229	0.2604	0.2218	0.1579	0.0833	0.1902	0
"X2496"	0.0506	0.0726	0.0701	0.0832	0.1952	0.0833	0.0435	0.1472
"X2497"	0.0256	0.1264	0.0333	0.0788	0.0506	0	0.0815	0.0506
"X2499"	0.4147	0.4988	0.1155	0.1215	0.2065	0.5	0.5	0.4994
"X2502"	0.0962	0.0935	0.1462	0.0985	0.0244	0	0.0815	0.1976
"X2503"	0.2695	0.2032	0.0881	0.2026	0.1579	0.0833	0.1558	0.2642
"X2504"	0.4177	0.3538	0.4148	0.3519	0.3329	0.2348	0.3804	0.2866
"X2506"	0.0939	0	0.1774	0.1862	0.1159	0.1727	0.2826	0.0731
"X2513"	0.1472	0.1563	0	0.0775	0	0	0.2312	0.0697
"X2517"	0.1215	0.0634	0.0615	0.0263	0.1276	0.1591	0.1196	0.0985
"X2520"	0.466	0.5	0.4919	0.4737	0.486	0.5	0.4783	0.4216
"X2526"	0.0244	0	0.0303	0	0.0244	0.0833	0.1558	0.047
"X2530"	0.0244	0	0	0.025	0.0713	0	0.0815	0.1132
"X2533"	0.0749	0.2092	0.0615	0.025	0.0731	0	0.0417	0.0918
"X2542"	0.4982	0.5	0.5	0.4936	0.4994	0.5	0.5	0.4963
"X255"	0.1372	0.2222	0.1922	0.1615	0.0731	0.2879	0.1196	0.1821
"X2550"	0.0713	0	0.143	0.0962	0.1378	0	0.1196	0.1341
"X2554"	0.0939	0.0634	0.0907	0.0962	0.1976	0.1727	0.1902	0.047
"X2559"	0.0713	0.0323	0.0907	0.1186	0.0244	0	0.0417	0.0939
"X256"	0.1605	0.1833	0.2516	0.2689	0.3151	0.3561	0.1357	0.2335
"X257"	0.1615	0.0333	0.0634	0.0962	0.1372	0	0.085	0.0494
"X2571"	0.2165	0.0323	0.1676	0.1821	0.0713	0.1591	0.3098	0.1341
"X2572"	0.0962	0.0701	0.0881	0.1615	0.1404	0	0	0.1341
"X2573"	0.5	0.5	0.4943	0.4994	0.5	0.5	0.5	0.5
"X2574"	0.3171	0.0634	0.2604	0.1437	0.1821	0.1591	0.1558	0.0713
"X2575"	0.0962	0.2032	0.1155	0.1186	0.2354	0.2273	0.0417	0.1341
"X2577"	0	0.0677	0	0.0256	0.1404	0	0	0.0918
"X2578"	0	0	0	0.0303	0	0	0.1558	0.0548
"X258"	0	0	0.0323	0.0533	0.1472	0.3727	0	0.0519
"X2581"	0	0.0323	0.0303	0	0	0	0.1196	0.0238
"X2583"	0.3724	0.3611	0.3538	0.4332	0.4032	0.3444	0.3804	0.4237
"X2585"	0.372	0.4516	0.4214	0.4231	0.436	0.3409	0.4819	0.4739
"X2586"	0	0	0	0	0	0.2455	0.0887	0
"X2588"	0.4378	0.4972	0.3522	0.3235	0.1952	0.4818	0.4511	0.437
"X2589"	0.4476	0.477	0.3712	0.4582	0.4561	0.3409	0.5054	0.4104
"X2590"	0	0	0	0	0	0.1591	0	0
"X2594"	0.4799	0.5054	0.2614	0.2756	0.2348	0.2273	0.4801	0.5017
"X2598"	0.0506	0.1349	0.229	0.1036	0.2583	0	0.1902	0.1437
"X260"	0.0533	0	0	0.027	0.0731	0.1591	0.1196	0
"X2600"	0.0494	0.0634	0.0312	0.025	0	0	0.3351	0.0238
"X2601"	0.027	0	0.0597	0	0.0263	0	0	0.0985
"X2604"	0.0506	0.0323	0.0907	0.2397	0.2397	0.3864	0.2826	0.025
"X2609"	0	0.0323	0	0.0506	0.081	0.0833	0	0.0985
"X261"	0	0	0.119	0.101	0.027	0	0	0
"X2611"	0.4463	0.372	0.3722	0.3526	0.3177	0.0833	0.3587	0.3264
"X2612"	0.4687	0.4966	0.4871	0.4673	0.4879	0.4848	0.4656	0.4902
"X2613"	0.0713	0.2957	0.1226	0.2019	0.1159	0	0.2246	0.194
"X2618"	0.4096	0.4153	0.3172	0.1959	0.2976	0.1727	0.3696	0.2866
"X2624"	0.4414	0.4701	0.2155	0.4033	0.1693	0	0.2228	0.4571
"X2628"	0.4815	0.4487	0.4598	0.4745	0.3904	0.3091	0.462	0.4623
"X2629"	0	0	0	0.101	0	0	0	0.0494
"X2638"	0.1472	0.0701	0.0677	0.081	0.0256	0	0.0815	0.0506
"X264"	0.025	0.0677	0.0597	0.0506	0.0482	0	0.0417	0.1132
"X2641"	0.5012	0.4989	0.5066	0.4904	0.5018	0.5227	0.4764	0.4965
"X2643"	0.4289	0.4283	0.4854	0.3656	0.4168	0.5273	0.4447	0.4706
"X2645"	0.286	0.2957	0.1922	0.2917	0.366	0.4697	0.2228	0.2805
"X2646"	0	0.0998	0.1462	0.2065	0.1952	0.0833	0	0.1063
"X2647"	0.0856	0.0726	0.1653	0.119	0.1063	0.1	0.2056	0.0856
"X2651"	0.0278	0	0	0	0	0	0.1245	0
"X2652"	0.1245	0.2032	0.1505	0.1245	0.2449	0.3409	0.0435	0.1186
"X2653"	0.2165	0.2516	0.0312	0.2065	0.1404	0.2273	0.3351	0.2397
"X266"	0.3974	0.4749	0.3917	0.4685	0.4568	0.3636	0.4185	0.3933
"X2661"	0.5016	0.5049	0.51	0.5067	0.495	0.4182	0.5079	0.506
