"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X1884"	0.092	-0.2	-0.0714	-0.0588	-0.013	0	-0.15	-0.2381
"X1886"	-0.1235	-0.2558	-0.0526	-0.0278	-0.1875	-0.0526	-0.09	-0.1935
"X1897"	-0.0556	-0.0345	-0.0159	-0.0137	NA	0	-0.0222	-0.027
"X190"	-0.04	-0.0169	-0.0333	-0.0833	0	0	NA	-0.038
"X1900"	-0.3793	-0.3182	-0.0847	-0.1818	-0.1525	-0.1	-0.1795	0.1546
"X1904"	-0.0127	-0.0189	-0.0333	NA	0	0	-0.0698	NA
"X1908"	-0.7273	-0.25	-0.1591	-0.1776	-0.1128	-0.2727	-0.4014	-0.3735
"X1910"	-0.1515	-0.125	-0.069	0.1586	-0.0833	-0.2222	-0.15	-0.1014
"X1922"	NA	NA	NA	NA	-0.1111	-0.1579	0	NA
"X1924"	-0.2857	-0.5032	-0.2632	-0.5439	-0.2392	0.4359	-0.2873	-0.3907
"X1928"	-0.1028	0.1069	-0.0247	-0.0141	-0.1617	-0.3333	-0.3529	-0.0332
"X1929"	NA	NA	NA	NA	NA	-0.0476	NA	NA
"X1930"	-0.2459	0.2077	-0.2772	-0.1979	-0.1611	-0.2727	-0.1282	-0.1195
"X1931"	NA	NA	NA	-0.0704	NA	NA	0	NA
"X1932"	NA	-0.0213	-0.0175	-0.0909	-0.04	NA	NA	-0.0154
"X1934"	-0.194	-1	-0.1034	-0.2581	-0.1268	-0.8333	-1	-1
"X1937"	-0.0256	-0.1154	-0.0508	-0.0882	-0.0462	-0.1579	-0.1892	-0.1471
"X1938"	NA	-0.0189	-0.08	-0.0149	-0.0133	NA	-0.0455	-0.0411
"X1941"	-0.0294	0.0968	-0.1154	-0.2	-0.193	0.1538	-0.3529	-0.1343
"X1948"	NA	NA	-0.0345	-0.0435	-0.0423	0	NA	-0.0278
"X1951"	-0.0149	-0.0204	NA	-0.0492	NA	NA	NA	-0.0141
"X1954"	-1	-1	-1	-1	-1	-1	-1	-1
"X1955"	-0.3565	-0.5385	-0.3617	0	-0.1791	0.1538	-0.3477	0.0526
"X1956"	-0.0435	0	NA	-0.0556	0	0	-0.0222	-0.0704
"X1959"	-0.25	0.0217	-0.1228	-0.1692	-0.1784	0	-0.0698	-0.0213
"X196"	-0.0127	0	NA	-0.0133	NA	NA	-0.0698	0
"X1962"	-0.0411	0.2727	-0.1111	-0.0833	0.0604	-0.0526	-0.0222	-0.013
"X1967"	0	0	-0.0667	NA	-0.0685	NA	NA	NA
"X1969"	-0.0541	NA	0	-0.013	0.1809	-0.0476	NA	-0.025
"X197"	-0.0256	NA	-0.0164	-0.04	-0.0526	0	NA	0
"X1972"	-0.0526	-0.0345	-0.0323	-0.013	NA	-0.0476	-0.0952	-0.0513
"X1977"	-0.4078	-0.5517	-0.3831	-0.3605	-0.2761	-0.1324	-0.4946	-0.3732
"X1978"	-0.1111	-0.0189	NA	-0.0492	-0.0141	NA	NA	-0.1014
"X1980"	0	0	0	NA	NA	NA	NA	-0.0513
"X1983"	-0.0263	0	-0.0667	-0.1692	-0.1818	0	-0.15	-0.0833
"X1985"	-0.4182	-0.31	-0.5564	-0.1908	-0.4483	-0.2031	-0.25	-0.5095
"X1986"	NA	NA	-0.0169	NA	-0.027	-0.0526	NA	-0.0141
"X1987"	-0.1594	-0.0345	-0.0323	-0.1471	-0.1268	0	-0.0952	NA
"X1988"	-0.0411	-0.0612	-0.0345	-0.0286	0.6607	NA	0	-0.0423
"X1989"	NA	-0.0566	NA	NA	-0.0256	0	-0.0698	-0.0123
"X199"	-0.0213	-0.3182	-0.0909	-0.0423	-0.0423	-0.2222	-0.4194	-0.2459
"X1991"	-0.3997	-0.0638	-0.0146	0.0323	-0.2575	0.2903	-0.1115	-0.1344
"X1995"	-0.0133	0	0	-0.0541	-0.04	NA	-0.1795	0.4839
"X1996"	-0.4286	-0.0543	-0.3191	-0.1611	-0.1471	0	-0.3939	-0.3261
"X1999"	-0.0411	-0.0545	0	0	0.7917	0.1538	-0.2105	0.3702
"X2003"	-0.0263	-0.2766	0.1529	0.0237	-0.1176	NA	-0.15	-0.1445
"X2008"	-1	-1	-1	-1	-1	-1	-1	-1
"X2009"	-0.2701	-0.4712	-0.275	-0.3121	-0.4674	0.2593	-0.1459	-0.2746
"X201"	-0.1176	0	0.0677	-0.0857	-0.1045	0	-0.0455	-0.1233
"X2012"	NA	NA	NA	-0.0725	NA	NA	NA	NA
"X2013"	-0.0256	NA	NA	0	NA	NA	NA	-0.0667
"X2016"	-0.3249	-0.2263	-0.1382	-0.3594	-0.6527	0.5849	-0.1634	-0.3884
"X2019"	-0.0526	-0.25	-0.0545	-0.1045	0.2871	-0.2222	-0.15	-0.1014
"X2023"	-0.5909	-1	-0.2	-0.3585	-0.2281	-1	-1	-1
"X2028"	NA	NA	NA	NA	NA	-0.0588	NA	NA
"X203"	-0.0541	-0.0345	NA	-0.013	NA	NA	-0.0222	-0.038
"X2032"	-0.0227	-0.2766	-0.1429	0.1461	-0.1703	-0.2941	-0.1396	-0.1009
"X2035"	-0.625	-0.5	-0.7647	-0.625	-0.7778	-0.8333	-0.4839	-0.5094
"X204"	-0.0882	0	-0.1667	-0.1579	-0.1746	0	-0.1351	-0.0882
"X2047"	0	0	-0.0159	-0.04	NA	-0.1111	0	-0.0123
"X2048"	-0.027	NA	0.3617	-0.0435	-0.1471	0.5745	-0.0455	-0.0133
"X2057"	-0.0127	0.4747	-0.037	0	-0.013	NA	0	-0.0541
"X206"	-0.1268	-0.1321	-0.0492	-0.0133	-0.0959	NA	-0.0222	-0.0513
"X2061"	-0.1028	-0.0633	-0.407	-0.2459	-0.3777	-0.375	-0.4839	-0.1765
"X2067"	-0.2121	-0.25	-0.0492	-0.2188	-0.2121	-0.1579	-0.15	-0.1549
"X2068"	-0.1518	0.0913	-0.0545	-0.0588	NA	0	-0.2105	-0.1875
"X2069"	-0.1268	-0.1111	0.3642	-0.04	-0.0811	-0.0476	-0.15	-0.1389
"X207"	-0.1	-0.037	NA	0	-0.0145	NA	-0.0769	-0.0556
"X2070"	-0.194	-0.1321	-0.1034	-0.0986	-0.1429	0	-0.0952	0.1038
"X2072"	-0.1784	-0.4634	-0.1985	-0.2581	-0.2563	0.2029	-0.5714	-0.3906
"X2076"	-0.0132	0.1196	-0.3537	-0.129	0.0164	-0.0465	-0.4046	-0.0588
"X2077"	0.0283	-0.1667	-0.3478	-0.0074	-0.3279	-0.0476	-0.2778	-0.1389
"X2080"	-0.0141	-0.0833	-0.0175	0	0	NA	NA	-0.0704
"X2081"	-0.1765	0.3617	0.2157	-0.0833	-0.0811	NA	-0.2778	0.1809
"X2084"	-0.3777	-0.3183	-0.1896	-0.177	-0.2405	-0.4286	-0.5333	-0.37
"X2091"	NA	NA	NA	0.2909	0	-0.0476	0	-0.039
"X2093"	0	NA	0	-0.0448	-0.0556	NA	NA	0
"X2094"	-0.3559	0.0852	-0.2609	0.0091	-0.0759	-0.1765	-0.1396	-0.1009
"X21"	-0.5294	-0.871	-0.2549	-0.4182	-0.4545	-0.5714	-0.84	-0.8222
"X2101"	-0.0833	-0.0566	0.6585	0.4809	0.6602	NA	-0.0526	-0.027
"X2108"	0.0811	-0.1304	0.049	-0.2	-0.1111	-0.1111	-0.0732	-0.2203
"X2109"	-0.3793	-0.4634	-0.0323	-0.2	-0.1268	-0.2941	-0.2778	-0.3226
"X2111"	-0.0286	-0.0714	0.2132	-0.0857	-0.0704	0	-0.0952	-0.013
"X2113"	0.0388	-0.0909	-0.098	-0.1304	-0.162	-0.2222	-0.0455	0.3693
"X212"	0	NA	0	NA	-0.0526	NA	NA	NA
"X2120"	-0.2698	-0.2371	-0.0031	-0.1429	0.1892	0.5849	-0.0455	-0.0674
"X2125"	-0.1212	-0.0385	-0.0508	0.2684	-0.0278	0	-0.0222	0.2308
"X2126"	-0.0541	-0.0169	-0.0164	-0.0137	-0.0667	NA	-0.0455	-0.0127
"X2127"	0	-0.0169	-0.0323	-0.0541	-0.0667	0	NA	NA
"X2129"	0	NA	0	0	0	-0.0476	NA	0
"X213"	-0.3	-0.4737	-0.0385	-0.1212	-0.1875	-0.4667	-0.75	-0.5745
"X2131"	-0.013	-0.0189	0	0	NA	0	NA	-0.0411
"X2135"	-0.1475	-0.0691	-0.3617	-0.5254	-0.2698	-0.4667	-0.2407	-0.335
"X2136"	0.0483	-0.0769	-0.0877	-0.1692	-0.2759	0	-0.15	-0.0317
"X2141"	-0.1724	-0.4857	-0.0877	-0.2	-0.3	-0.6923	-0.7692	-0.6444
"X2143"	-0.5287	-0.2583	-0.5038	-0.3052	-0.4181	0.1538	-0.5277	-0.4187
"X2146"	-0.3397	-0.6094	-0.2261	-0.3929	-0.3465	-0.3333	-0.3143	-0.4356
"X2149"	-0.2759	-0.3636	-0.0847	-0.2063	-0.1746	-0.25	0.1141	-0.1714
"X2151"	-0.0492	-0.0638	0	-0.0154	0	NA	0	-0.0588
"X2158"	-0.0286	NA	0	NA	0	NA	-0.0476	NA
"X2163"	-0.5135	-0.6744	-0.2383	-0.2917	-0.3268	-0.6923	-0.5277	-0.4074
"X2164"	0	NA	-0.0164	-0.0145	-0.0435	NA	-0.0222	NA
"X2165"	-0.3465	-0.5369	-0.296	-0.1441	-0.1235	-0.3333	-0.3253	-0.2203
"X2167"	-0.2273	-0.234	-0.0726	0.0952	-0.0959	0	-0.15	-0.0024
"X2170"	NA	0	NA	NA	-0.0811	0	0	-0.0123
"X2171"	-0.3014	-0.4533	-0.1193	-0.2391	-0.1481	-0.1579	-0.1541	-0.2735
"X2172"	NA	-0.0345	NA	NA	0.371	0	0	0
"X2173"	0.2739	-0.0714	0.0336	-0.2581	-0.1268	-0.4286	-0.0455	-0.2667
"X2174"	-0.0256	-0.0526	-0.0175	0	-0.0541	NA	NA	0.4843
"X2181"	NA	NA	-0.0169	0	-0.0411	NA	0	NA
"X2183"	-0.039	-0.0714	-0.0159	-0.013	-0.039	0	0	NA
"X2184"	NA	NA	NA	NA	NA	-0.0476	NA	NA
"X219"	0	0	-0.0164	-0.0411	-0.027	NA	NA	NA
"X2190"	-0.0541	-0.0169	0	0	NA	NA	NA	NA
"X2193"	-0.1333	-0.037	-0.0741	-0.0606	-0.0645	0	-0.0476	-0.1077
"X2195"	-0.0141	-0.0169	NA	-0.0133	-0.0127	NA	-0.122	-0.038
"X2197"	-0.1268	-0.0741	NA	NA	NA	NA	-0.0698	-0.038
"X220"	-0.0127	0	-0.0667	-0.04	-0.0127	NA	NA	-0.0123
"X2212"	0	0	-0.0492	NA	0	NA	NA	NA
"X2220"	-0.013	-0.0943	-0.1481	0	-0.0127	NA	-0.0222	NA
"X2224"	-0.1	-0.0638	NA	-0.0588	0	NA	-0.0698	-0.0769
"X2226"	0	-0.0526	-0.0164	-0.0541	-0.0556	0	-0.0455	-0.025
"X2232"	-0.1667	-0.12	-0.0164	-0.0746	0	0	-0.2105	0.0567
"X2233"	-0.0133	-0.0189	0	NA	-0.04	-0.0476	NA	NA
"X2234"	0	0	NA	NA	NA	NA	-0.0476	NA
"X2235"	-0.5385	-0.5299	-0.4691	-0.2417	-0.1784	-0.082	-0.3529	-0.0617
"X2239"	-0.9459	-1	-0.9259	-1	-1	-1	-1	-1
"X2241"	-0.1765	-0.1765	-0.0667	-0.027	0	-0.1579	-0.0952	-0.0513
"X2245"	NA	0	-0.0169	-0.0263	-0.0959	-0.1111	-0.0455	0
"X2249"	-0.0256	-0.0526	-0.0323	0	-0.039	0	-0.0222	-0.025
"X2253"	-0.0811	0	-0.0164	-0.0833	-0.1818	1	0	-0.025
"X2255"	-0.0541	0	0	NA	NA	NA	0	NA
"X2268"	-0.0882	-0.0385	0.4766	0	0	NA	0.4699	0.1769
"X227"	-0.0526	0	0	-0.027	0	0	-0.0476	-0.0127
"X2272"	-0.0959	-0.1111	-0.0159	0	-0.0127	NA	0	-0.025
"X2273"	-0.0127	-0.0714	-0.0159	-0.1818	-0.0959	NA	-0.0222	-0.038
"X2279"	NA	-0.0169	-0.0333	0	NA	-0.0476	0	NA
"X228"	-0.1692	-0.08	-0.0909	-0.0794	-0.0833	NA	-0.0952	-0.1045
"X2282"	-0.2188	-0.1915	-0.0357	-0.1818	-0.2063	NA	-0.0402	0.064
"X2296"	NA	NA	NA	NA	NA	-0.0476	NA	NA
"X2299"	-0.0667	-0.1111	-0.1228	0.064	-0.1429	0.1538	-0.2222	0.3724
"X23"	-0.0145	NA	-0.0345	0.3684	-0.0145	NA	-0.0455	-0.0133
"X2301"	-0.3585	-0.4384	-0.2075	-0.2541	-0.039	-0.1324	-0.4839	-0.0864
"X2303"	-0.0811	-0.3953	-0.2308	-0.1642	-0.2581	-0.375	-0.2932	-0.2575
"X2307"	-1	-1	-1	-1	-1	-1	-1	-1
"X231"	-0.194	0	-0.0508	-0.0133	-0.1111	-0.0476	-0.0222	-0.0649
"X2312"	-0.0541	0	0	-0.0154	0	NA	0	-0.0141
"X2314"	-0.3929	-0.2944	-0.4262	-0.3014	-0.165	-0.3333	-0.6547	-0.2195
"X2316"	-0.5984	-0.589	-0.24	-0.2581	-0.3333	-0.1765	-0.2655	-0.0574
"X232"	0	-0.0741	-0.0164	0.6604	NA	-0.0588	0	-0.04
"X2322"	-0.0256	-0.0169	-0.0667	-0.1818	-0.1111	-0.2222	-0.0222	-0.0933
"X2323"	0	-0.0169	-0.0182	-0.0145	NA	0	-0.0698	0
"X2324"	-0.0286	NA	NA	NA	NA	NA	0	-0.0462
"X2331"	-0.2853	-0.1272	NA	-0.0278	0.2308	0	-0.3529	-0.25
"X2332"	0	-0.0175	-0.0508	-0.0725	-0.0704	-0.1	-0.0455	-0.0833
"X2334"	-0.0435	-0.037	0	-0.0145	-0.0137	-0.0476	0	-0.0137
"X2335"	0	-0.0714	NA	-0.0263	0	NA	-0.1053	-0.0123
"X2340"	NA	NA	-0.0323	-0.013	-0.0811	NA	0	NA
"X2343"	0	-0.1373	NA	-0.04	-0.0127	-0.0476	-0.0455	-0.0127
"X2348"	-0.1045	NA	-0.1538	-0.1077	0.11	-0.4286	-0.0952	-0.0133
"X2350"	0	NA	NA	-0.013	-0.0141	-0.0476	NA	NA
"X2353"	-0.3411	-0.3539	-0.1736	-0.4717	-0.3408	0.0351	-0.0402	0.1206
"X2361"	-0.0909	0.0854	0	-0.0423	0	0	-0.1282	-0.0794
"X2362"	0	-0.1373	0.4797	-0.0725	NA	NA	0	0.2259
"X2366"	-0.1698	-0.2273	-0.1163	-0.193	-0.193	0	-0.2222	-0.1379
"X2367"	-0.0256	-0.0345	-0.0492	-0.0857	0	NA	0	-0.0123
"X2372"	-0.1537	-0.2383	-0.2638	-0.4812	-0.2737	-0.5385	-0.25	-0.1988
"X2376"	-0.0541	0.6588	NA	0.6602	0.092	-0.1	-0.122	0
"X2387"	-0.0811	0.3617	-0.0508	-0.1014	-0.0667	NA	0.0108	-0.0649
"X2388"	0.2222	-0.1064	-0.2857	-0.2947	-0.2738	0.3864	-0.2222	-0.129
"X2389"	-0.3884	-0.5657	-0.3023	-0.5177	-0.1795	0.2903	-0.4014	-0.2452
"X239"	-0.0286	-0.1304	NA	0	NA	NA	0	-0.0294
"X2390"	-0.0286	0	-0.1304	-0.0882	0.0886	0	0	-0.0625
"X2391"	-0.5366	-0.4384	-0.5531	-0.4674	-0.2571	-0.5714	-0.2932	-0.038
"X2394"	-0.2459	0.2077	-0.1862	-0.1014	-0.2121	-0.0476	-0.1892	-0.1389
"X2396"	-0.039	0	NA	-0.0833	NA	NA	-0.0222	0
"X2399"	-0.0256	-0.1538	-0.0667	-0.0263	-0.0263	0	0	-0.0685
"X24"	0	-0.04	-0.1429	0	-0.0571	-0.1	-0.0455	-0.0606
"X2402"	-0.1161	-0.3488	-0.1429	-0.2203	-0.1818	-0.1579	-0.3939	-0.0082
"X2403"	-0.2321	0.049	-0.242	-0.1057	-0.322	-0.1111	-0.2778	-0.038
"X2409"	-0.1009	-0.0345	-0.069	-0.1818	-0.1429	-0.2222	0	-0.0685
"X2410"	0.1011	-0.2083	-0.0492	-0.0556	-0.0127	NA	-0.2105	-0.0986
"X2424"	-0.0323	-0.0213	-0.0196	-0.2143	-0.0462	1	-0.122	-0.0968
"X2430"	-0.0278	0	0	-0.0411	-0.0137	-0.0476	0	-0.0526
"X2431"	-0.0159	-0.0357	0	NA	-0.0286	0	-0.0455	-0.027
"X2432"	-0.194	-0.0543	-0.1429	-0.322	-0.1594	0	-0.1795	-0.2059
"X2434"	-0.013	-0.0769	NA	-0.013	-0.0704	NA	NA	-0.013
"X2441"	0	0	NA	-0.0541	-0.039	0	NA	NA
"X2445"	NA	0	0	0	-0.0149	0	-0.0769	0
"X2447"	-0.0667	0	0	-0.013	0	NA	-0.0455	0
"X2449"	-0.0665	-0.0741	-0.0877	-0.1385	-0.1176	0	-0.3939	-0.0882
"X2451"	-0.0909	-0.0545	-0.0526	0	0	NA	0	-0.1143
"X2454"	-0.1212	-0.08	-0.0345	-0.0769	-0.1077	-0.0588	-0.2222	-0.0882
"X2458"	-0.0968	-0.0833	-0.04	-0.0448	-0.0423	-0.0526	-0.1351	-0.1111
"X2464"	-0.039	-0.0545	-0.0508	-0.027	-0.039	0	0.1844	-0.038
"X2467"	-0.1875	-0.1915	-0.381	-0.242	-0.1801	-0.1579	-0.2432	-0.1594
"X2469"	-0.421	-0.0658	-0.2371	-0.2881	-0.0704	-0.25	-0.1786	-0.1057
"X247"	-0.0133	-0.0943	-0.0357	-0.0847	-0.0448	0	-0.0455	-0.0606
"X2474"	-0.3929	-0.3953	0.1028	-0.5959	-0.2563	-0.5714	-0.3143	-0.1415
"X2476"	-0.0625	0.1472	-0.1481	-0.0833	-0.2	0	-0.1892	-0.125
"X2477"	NA	NA	NA	NA	NA	0.2826	NA	NA
"X248"	0	NA	0	NA	-0.1429	-0.0526	NA	-0.0137
"X2485"	-0.0526	-0.0545	NA	0	NA	NA	-0.0222	-0.0137
"X2489"	-0.0286	-0.0175	-0.0323	0	0	NA	-0.0455	0
"X2491"	0.0355	-0.0169	0.1086	-0.1818	0.2712	0	-0.1892	0.1926
"X2495"	-0.0811	0.1549	-0.1636	0.0983	-0.0811	0	-0.0952	NA
"X2496"	-0.0133	-0.0196	-0.0189	-0.0303	-0.1077	0	0	-0.0725
"X2497"	0	-0.0545	0	-0.0286	-0.0133	NA	-0.0222	-0.0133
"X2499"	-0.3962	-0.8667	-0.0492	-0.0556	-0.1176	-0.8182	-1	-0.9024
"X2502"	-0.04	-0.0345	-0.069	-0.0411	0	NA	-0.0222	-0.1111
"X2503"	-0.1765	-0.1111	-0.0323	0.1361	-0.0811	0	-0.0698	-0.1714
"X2504"	-0.2847	-0.2766	-0.242	-0.2787	0.0476	0.6452	-0.3143	-0.0213
"X2506"	-0.039	NA	-0.0909	-0.1014	-0.0526	-0.0526	-0.1795	-0.0263
"X2513"	-0.0725	0.3603	NA	0.6606	NA	NA	-0.1282	-0.025
"X2517"	-0.0556	-0.0169	-0.0164	0	-0.0588	-0.0476	-0.0455	-0.0411
"X2520"	-0.3411	-0.4194	-0.4611	-0.161	-0.1543	-0.8333	-0.0455	-0.2989
"X2526"	0	NA	0	NA	0	0	-0.0698	-0.0123
"X2530"	0	NA	NA	0	-0.0256	NA	-0.0222	-0.0513
"X2533"	-0.027	-0.1154	-0.0164	0	-0.0263	NA	0	-0.038
"X2542"	-0.8605	-0.9355	-0.9394	-0.7727	-0.9048	-1	-0.9167	-0.8182
"X255"	-0.0667	-0.125	-0.1034	-0.0833	-0.0263	-0.1579	-0.0455	-0.0986
"X2550"	-0.0256	NA	0.3642	-0.04	0.292	NA	-0.0455	-0.0649
"X2554"	-0.039	-0.0169	-0.0333	-0.04	-0.1111	-0.0526	-0.0952	-0.0123
"X2559"	-0.0256	0	-0.0333	-0.0541	0	NA	0	-0.039
"X256"	0.644	-0.0909	-0.1538	0.0438	0.1049	0.766	-0.0526	0.1183
"X257"	-0.0833	0	-0.0169	-0.04	-0.0667	NA	-0.0233	-0.013
"X2571"	-0.1268	0	-0.0847	-0.0986	-0.0256	-0.0476	-0.2105	-0.0649
"X2572"	-0.04	-0.0189	-0.0323	-0.0833	-0.0685	NA	NA	-0.0649
"X2573"	-0.95	-0.9355	-0.7778	-0.9024	-1	-1	-1	-1
"X2574"	-0.2308	-0.0169	-0.1636	-0.0704	-0.0986	-0.0476	-0.0698	-0.0256
"X2575"	-0.04	-0.1111	-0.0492	-0.0541	0.0674	-0.1	0	-0.0649
"X2577"	NA	-0.0182	NA	0	-0.0685	NA	NA	-0.038
"X2578"	NA	NA	NA	0	NA	NA	-0.0698	-0.0145
"X258"	NA	NA	0	-0.0141	-0.0725	0.2683	NA	-0.0137
"X2581"	NA	0	0	NA	NA	NA	-0.0455	0
"X2583"	-0.1613	-0.2857	-0.2766	-0.1854	-0.1161	0.4194	-0.3143	-0.298
"X2585"	-0.3115	-0.5	-0.4091	-0.4182	-0.4545	-0.2222	-0.6429	-0.6078
"X2586"	NA	NA	NA	NA	NA	-0.1111	-0.0244	NA
"X2588"	0.0864	-0.639	-0.2727	-0.2364	-0.1077	-0.1321	-0.2932	-0.0462
"X2589"	-0.4894	-0.4675	-0.3061	-0.0633	0.1444	-0.2222	-0.1541	0.3462
"X2590"	NA	NA	NA	NA	NA	-0.0476	NA	NA
"X2594"	-0.3215	-0.3404	0.0725	0.0023	-0.1429	-0.1	0.1321	-0.2812
"X2598"	-0.0133	-0.0588	0.1549	-0.0435	0.0323	NA	-0.0952	-0.0704
"X260"	-0.0141	NA	NA	0	-0.0263	-0.0476	-0.0455	NA
"X2600"	-0.013	-0.0169	0	0	NA	NA	-0.2432	0
"X2601"	0	NA	-0.0159	NA	0	NA	NA	-0.0411
"X2604"	-0.0133	0	-0.0333	-0.1471	-0.1471	-0.2941	-0.1795	0
"X2609"	NA	0	NA	-0.0133	-0.0294	0	NA	-0.0411
"X261"	NA	NA	-0.0508	-0.0423	0	NA	NA	NA
"X2611"	-0.1475	-0.1272	-0.1399	-0.1345	-0.0749	0	-0.2778	-0.0943
"X2612"	-0.4598	-0.3426	-0.2583	-0.1235	-0.2405	-0.2031	-0.1634	-0.194
"X2613"	-0.0256	-0.2	-0.0526	-0.1143	-0.0526	NA	0.2581	0.1407
"X2618"	-0.1269	-0.0318	-0.0169	0.1724	-0.2063	-0.0526	-0.2941	-0.1935
"X2624"	-0.4694	-0.5758	-0.12	-0.3704	-0.0882	NA	-0.122	-0.3976
"X2628"	-0.421	-0.4857	-0.3775	-0.3671	-0.3448	-0.1765	-0.5333	-0.3092
"X2629"	NA	NA	NA	-0.0423	NA	NA	NA	-0.013
"X2638"	-0.0725	-0.0189	-0.0182	-0.0294	0	NA	-0.0222	-0.0133
"X264"	0	-0.0182	-0.0159	-0.0133	-0.0127	NA	0	-0.0513
"X2641"	-0.3625	-0.5517	-0.1364	-0.0706	-0.5067	0.2029	-0.2243	-0.3906
"X2643"	0.2023	-0.0272	-0.03	-0.1518	0.4516	0.3103	-0.4615	0.4098
"X2645"	-0.194	-0.2	-0.1034	-0.2	-0.1611	0.2903	-0.122	-0.1884
"X2646"	NA	-0.037	-0.069	-0.1176	-0.1077	0	NA	-0.0448
"X2647"	-0.0313	-0.0196	-0.08	-0.0508	-0.0448	0	-0.1053	-0.0313
"X2651"	0	NA	NA	NA	NA	NA	-0.0476	NA
"X2652"	-0.0571	-0.1111	-0.0714	-0.0571	-0.1515	-0.2222	0	-0.0541
"X2653"	-0.1268	-0.1538	0	-0.1176	-0.0685	-0.1	-0.2432	-0.1471
"X266"	-0.2258	-0.2786	0.0545	-0.2115	-0.291	-0.25	-0.3939	0.0633
"X2661"	0.1139	-0.161	0.1285	0.0386	-0.2699	0.1304	-0.1984	-0.1217
"X2664"	-0.0526	-0.0714	-0.0333	-0.027	0	NA	-0.0222	-0.0127
"X267"	-0.3091	-0.1667	-0.0526	-0.0145	-0.0435	0	-0.1892	-0.0685
"X2671"	-0.4981	-0.3453	-0.1985	-0.1559	-0.2917	-0.082	-0.1541	-0.0864
"X2673"	0	NA	NA	0	0	-0.0476	NA	NA
"X2680"	-0.5764	-0.5517	-0.1064	0.0023	-0.2273	-0.1	-0.7437	-0.2526
"X2681"	-0.0526	NA	NA	NA	NA	NA	0	NA
"X2687"	-0.2121	-0.2	-0.0667	NA	-0.039	0	0	-0.2059
"X2688"	-0.0448	-0.1064	0	0	NA	0	-0.1	-0.0294
"X2689"	NA	0	0	NA	-0.0526	NA	NA	NA
"X269"	-0.4504	-0.3793	0.1073	-0.3397	-0.0812	-0.0476	-0.0394	-0.0496
"X2691"	-0.1268	-0.0909	-0.3333	-0.1818	-0.1966	-0.5714	-0.0952	-0.0689
"X2693"	-0.0645	0	0	-0.0645	-0.0133	NA	-0.0732	-0.0588
"X2696"	-0.3	-0.5385	-0.8125	-0.5	-0.5385	-0.2941	-0.4839	-0.5
"X2698"	-0.0317	-0.2	-0.1321	-0.0286	0.371	NA	-0.0952	-0.0704
"X270"	-0.3228	-0.1837	0.1899	-0.4182	-0.3559	0.1538	-0.2932	-0.3965
"X2701"	NA	NA	NA	-0.0435	NA	NA	-0.05	NA
"X2705"	-0.1014	-0.1556	0.1616	-0.0286	-0.0665	-0.0526	-0.0698	-0.2258
"X271"	NA	-0.0545	NA	-0.0137	0	NA	NA	NA
"X2712"	-0.3559	-0.0638	-0.0756	-0.1611	-0.322	-0.2941	-0.2778	-0.1257
"X2715"	NA	-0.0385	-0.069	0	-0.013	-0.1579	-0.0769	0
"X2716"	-0.1143	-0.1321	0.6596	0.1789	-0.0127	0	-0.1795	-0.0789
"X2717"	-0.4737	-0.3242	-0.1862	-0.3279	-0.2683	0.1538	-0.4946	-0.25
"X2719"	-0.3997	-0.3245	-0.1071	-0.2541	-0.1235	-0.2222	-0.5277	-0.2321
"X2722"	-1	-1	-1	-1	-1	-1	-1	-1
"X2727"	-0.3761	-0.3488	-0.0501	0.0019	-0.3976	-0.082	-0.5949	-0.0938
"X2730"	-0.05	-0.1915	-0.0877	-0.0968	-0.1475	-0.125	-0.1667	-0.1045
"X2734"	-0.1445	-0.253	-0.1387	-0.2166	-0.176	-0.2857	-0.4218	-0.2075
"X2735"	-0.0667	-0.0526	0	NA	-0.0526	-0.0476	-0.122	-0.04
"X2743"	-0.0746	-0.0169	-0.0164	-0.0278	-0.0435	-0.0526	0	-0.0411
"X2751"	-0.5177	-0.4803	0.0323	-0.2838	-0.5137	0.2029	-0.4946	-0.2741
"X2754"	-0.4181	-0.1984	-0.3659	-0.2597	-0.4356	-0.375	-0.25	-0.1878
"X2755"	-0.0857	0	-0.1228	-0.0263	-0.04	NA	-0.0455	-0.038
"X2758"	-0.0857	0	0	NA	NA	NA	-0.0455	-0.1014
"X2762"	-0.0435	-0.12	-0.1429	-0.0435	-0.0704	NA	-0.1	-0.039
"X2766"	-0.0286	-0.087	-0.0833	0	0.0237	-0.0526	-0.0233	-0.0303
"X2768"	-0.0411	-0.125	-0.0714	-0.1803	-0.2381	-0.1765	-0.1795	-0.1343
"X2769"	-0.1429	-0.2609	-0.24	-0.0879	-0.1875	-0.125	-0.3939	-0.2581
"X277"	0.0567	-0.0633	-0.2308	0.092	-0.2121	-0.1579	0.4177	-0.1525
"X2772"	-0.0286	-0.0169	NA	-0.0278	NA	NA	-0.0698	-0.0411
"X2773"	-0.4115	-0.0196	-0.1024	-0.0541	-0.6035	0.1304	-0.0041	-0.0461
"X2776"	-0.0423	-0.0741	0.4797	-0.0137	0	NA	-0.0222	-0.04
"X2783"	0	NA	NA	-0.0159	-0.0435	NA	0	NA
