locus fis fst fit snp_position
11649 -0.015053 0.040176 0.025728 NA
1165 -0.206022 -0.007178 -0.214678 NA
11650 -0.020236 0.017197 -0.002691 NA
11651 -0.110704 0.049325 -0.055919 NA
11660 -0.141364 0.032560 -0.104201 NA
11665 -0.085338 0.003294 -0.081763 NA
11669 -0.044769 0.032109 -0.011222 NA
1167 -0.039012 0.014585 -0.023858 NA
11678 -0.038268 0.008559 -0.029382 NA
11680 -0.075699 0.009383 -0.065606 NA
11682 -0.035682 0.001664 -0.033959 NA
11685 -0.054898 0.014529 -0.039572 NA
1169 -0.173178 0.060592 -0.102093 NA
11692 -0.121317 0.035360 -0.081667 NA
11693 -0.196653 0.005803 -0.189708 NA
11699 -0.277830 0.000838 -0.276759 NA
11703 -0.060485 0.025496 -0.033447 NA
11704 -0.038438 0.023206 -0.014340 NA
11705 -0.175278 0.062797 -0.101474 NA
11708 -0.106734 0.017025 -0.087892 NA
11709 -0.059273 0.016820 -0.041456 NA
11710 -0.088373 0.003320 -0.084760 NA
11711 -0.029501 0.004434 -0.024936 NA
11716 -0.033250 -0.006619 -0.040089 NA
11718 -0.063206 0.038594 -0.022173 NA
11721 0.003555 -0.013636 -0.010032 NA
11722 -0.157027 -0.005933 -0.163891 NA
11725 -0.074950 0.039994 -0.031958 NA
11729 -0.318765 0.018677 -0.294134 NA
11735 -0.231654 0.003200 -0.227713 NA
11736 -0.305436 0.009484 -0.293055 NA
11738 -0.053921 0.019708 -0.033151 NA
1174 -0.052087 0.028073 -0.022552 NA
11742 -0.040405 0.014902 -0.024901 NA
11745 -0.252120 0.011436 -0.237801 NA
11748 -0.023070 -0.003479 -0.026629 NA
11749 -0.092124 0.038746 -0.049808 NA
11752 0.051837 -0.011018 0.041390 NA
11753 -0.033765 0.013338 -0.019977 NA
11759 -0.044733 0.020662 -0.023146 NA
11761 -0.188287 0.042739 -0.137501 NA
11764 -0.146953 -0.001865 -0.149092 NA
11770 -0.293651 0.011813 -0.278370 NA
11771 0.011624 0.026716 0.038029 NA
11772 -0.034381 0.014397 -0.019489 NA
11773 -0.021683 0.003617 -0.017988 NA
11779 -0.048675 0.039369 -0.007389 NA
11790 -0.169002 0.012315 -0.154606 NA
11797 -0.109312 0.023357 -0.083402 NA
11798 -0.025048 -0.001852 -0.026947 NA
11799 -0.050886 0.034243 -0.014901 NA
11801 -0.053560 0.007757 -0.045388 NA
11807 -0.066621 0.003711 -0.062663 NA
1181 -0.132275 -0.004215 -0.137047 NA
11812 -0.278752 0.111290 -0.136440 NA
11814 -0.028850 0.030371 0.002397 NA
11815 -0.043487 0.051510 0.010263 NA
11816 -0.030176 0.009764 -0.020118 NA
11817 -0.064831 0.000989 -0.063778 NA
11822 -0.078988 0.004994 -0.073600 NA
11825 0.034631 0.004447 0.038924 NA
11826 0.004181 0.042868 0.046869 NA
11828 -0.061915 0.025451 -0.034888 NA
11829 -0.255521 0.017205 -0.233920 NA
1183 -0.092189 0.004171 -0.087634 NA
11836 -0.036830 0.029758 -0.005976 NA
11838 -0.049121 0.047363 0.000569 NA
11839 -0.029557 0.004608 -0.024813 NA
11844 -0.227562 0.017617 -0.205936 NA
1185 -0.044335 0.014822 -0.028856 NA
11855 -0.059669 0.047461 -0.009376 NA
11856 -0.153637 0.002333 -0.150946 NA
11863 -0.035306 0.005157 -0.029967 NA
11864 -0.105721 0.013507 -0.090786 NA
11866 -0.029733 0.010698 -0.018716 NA
11867 -0.053768 0.029954 -0.022204 NA
11873 -0.201693 0.017381 -0.180807 NA
11874 -0.272085 0.000273 -0.271737 NA
11882 -0.037055 0.025940 -0.010154 NA
11884 -0.082452 0.072771 -0.003681 NA
11887 -0.263681 0.023001 -0.234615 NA
11888 0.333305 0.031725 0.354456 NA
1189 -0.062251 0.016675 -0.044538 NA
11892 -0.106060 0.016151 -0.088196 NA
11899 -0.026019 0.013329 -0.012343 NA
119 -0.208053 0.025435 -0.177326 NA
1190 0.022471 0.015709 0.037826 NA
11907 -0.045320 0.032396 -0.011456 NA
11908 -0.084838 -0.002787 -0.087862 NA
1191 -0.025583 0.009028 -0.016324 NA
11914 -0.080658 0.009832 -0.070033 NA
11918 -0.162459 0.030529 -0.126970 NA
1192 -0.082524 0.025452 -0.054972 NA
11924 0.002318 0.016874 0.019154 NA
11925 -0.018059 0.015830 -0.001943 NA
11929 -0.043776 -0.002274 -0.046149 NA
11935 0.082753 0.008771 0.090798 NA
11939 -0.039730 0.005806 -0.033693 NA
11940 -0.352234 0.070332 -0.257129 NA
11953 -0.025578 0.017554 -0.007575 NA
11956 -0.039481 0.013443 -0.025507 NA
11964 -0.085638 0.001845 -0.083635 NA
1197 -0.050971 0.005553 -0.045135 NA
11972 -0.069115 0.017687 -0.050206 NA
11973 -0.055857 0.048101 -0.005069 NA
11976 -0.096028 0.004745 -0.090828 NA
1198 -0.185711 0.001139 -0.184360 NA
11985 -0.025181 0.001753 -0.023383 NA
11991 -0.080193 0.011819 -0.067426 NA
11994 -0.107797 0.006402 -0.100705 NA
11995 -0.109329 0.054641 -0.048715 NA
11998 -0.012526 0.000366 -0.012156 NA
1200 -0.194657 0.028355 -0.160782 NA
12002 -0.640789 0.041429 -0.572813 NA
12004 -0.033405 0.025867 -0.006673 NA
12012 -0.029786 0.021652 -0.007489 NA
12015 0.040006 0.000869 0.040841 NA
12016 -0.178514 0.016203 -0.159419 NA
12017 0.129904 0.005687 0.134852 NA
12020 -0.082255 0.041818 -0.036997 NA
12022 -0.137862 0.021156 -0.113789 NA
12029 -0.064504 0.037004 -0.025114 NA
12030 -0.000886 0.000020 -0.000867 NA
12031 -0.301595 -0.006086 -0.309517 NA
12034 -0.089071 0.056130 -0.027942 NA
1204 0.048361 0.010861 0.058697 NA
12040 -0.104140 0.002015 -0.101915 NA
12044 -0.052004 0.017205 -0.033904 NA
12045 0.007310 0.014079 0.021285 NA
12050 -0.101065 0.016004 -0.083443 NA
12051 -0.034578 0.006680 -0.027666 NA
12053 -0.050672 0.008360 -0.041889 NA
12056 -0.021574 -0.006670 -0.028388 NA
12059 -0.198990 0.006127 -0.191643 NA
12060 0.158107 0.009529 0.166129 NA
12065 -0.099740 0.014640 -0.083640 NA
12066 -0.028771 0.010260 -0.018216 NA
12067 -0.032212 0.004606 -0.027458 NA
12069 -0.059075 0.033454 -0.023645 NA
12074 -0.085199 0.034207 -0.048078 NA
12076 -0.053366 0.032306 -0.019336 NA
1208 -0.032359 0.018711 -0.013043 NA
121 -0.044761 -0.009697 -0.054892 NA
1213 -0.051693 0.029813 -0.020339 NA
1218 -0.211313 0.001927 -0.208979 NA
1226 -0.024969 0.009545 -0.015186 NA
1228 -0.044975 0.080330 0.038968 NA
1229 -0.022795 0.020488 -0.001840 NA
123 -0.127779 0.021819 -0.103172 NA
1230 -0.034277 0.018764 -0.014870 NA
1233 -0.548724 -0.002159 -0.552068 NA
1235 -0.026374 -0.000296 -0.026678 NA
1236 -0.071250 0.000157 -0.071081 NA
1238 -0.694468 0.038933 -0.628498 NA
1240 -0.171519 0.008515 -0.161543 NA
1246 -0.055250 0.043114 -0.009754 NA
1247 -0.310020 -0.007365 -0.319668 NA
125 -0.112086 0.033890 -0.074398 NA
1250 -0.055344 -0.001210 -0.056621 NA
1254 -0.099365 0.023251 -0.073803 NA
1259 -0.116693 0.065950 -0.043047 NA
1260 -0.227237 -0.003911 -0.232037 NA
1264 -0.141455 0.014894 -0.124455 NA
1265 -0.252799 0.086763 -0.144102 NA
1268 -0.038091 0.004617 -0.033298 NA
1269 -0.217438 0.012368 -0.202381 NA
1271 -0.099961 0.062839 -0.030840 NA
1272 -0.228983 0.015300 -0.210180 NA
1273 -0.173381 -0.004154 -0.178256 NA
1277 -0.120613 0.000775 -0.119744 NA
1279 -0.036367 0.012143 -0.023783 NA
128 -0.053368 0.028387 -0.023466 NA
1282 -0.036346 0.003131 -0.033101 NA
1288 -0.088900 -0.003562 -0.092778 NA
1291 -0.022157 -0.001973 -0.024173 NA
1295 -0.033162 0.001997 -0.031099 NA
1297 -0.298083 -0.003917 -0.303167 NA
1300 -0.055670 0.005842 -0.049502 NA
1301 0.044337 0.031810 0.074737 NA
1303 -0.263121 0.010411 -0.249971 NA
1309 -0.036576 0.023439 -0.012279 NA
1310 -0.076450 0.011921 -0.063618 NA
1311 -0.043217 -0.001061 -0.044324 NA
1313 -0.215647 0.001584 -0.213721 NA
1315 -0.313280 -0.000839 -0.314382 NA
1316 -0.036067 0.014749 -0.020786 NA
1318 -0.108523 0.058889 -0.043242 NA
1319 -0.050577 0.013787 -0.036092 NA
1325 -0.208830 0.053258 -0.144449 NA
1327 -0.037432 0.030120 -0.006185 NA
1328 -0.154026 0.037036 -0.111285 NA
1330 -0.206961 0.038297 -0.160738 NA
1336 -0.032437 0.011697 -0.020361 NA
1339 -0.042013 0.003136 -0.038746 NA
134 -0.055938 0.040806 -0.012850 NA
1340 -1.000000 0.000000 -1.000000 NA
1343 0.059192 0.015019 0.073322 NA
1344 0.101650 -0.004465 0.097638 NA
1348 -0.039732 0.002005 -0.037647 NA
1349 -0.054168 0.031073 -0.021411 NA
1353 -0.117671 -0.003991 -0.122132 NA
1355 0.115552 0.012115 0.126267 NA
1358 -0.059403 0.000630 -0.058735 NA
136 -0.036812 0.005769 -0.030831 NA
1361 -0.219732 0.077989 -0.124607 NA
1365 -0.113193 0.046287 -0.061666 NA
1368 -0.059721 0.004620 -0.054824 NA
1370 -0.102077 -0.001589 -0.103829 NA
1379 -0.033157 0.010839 -0.021959 NA
1381 0.109543 0.013087 0.121196 NA
1383 0.199842 0.013212 0.210414 NA
1389 -0.036693 0.025567 -0.010188 NA
139 -0.124133 0.009897 -0.113007 NA
1392 -0.039833 0.015701 -0.023506 NA
1394 -0.037351 0.034454 -0.001610 NA
1396 -0.044452 -0.006242 -0.050971 NA
1397 -0.058868 0.016539 -0.041356 NA
140 0.194562 0.056820 0.240327 NA
1403 -0.186478 0.009309 -0.175433 NA
1404 -0.202515 0.011940 -0.188157 NA
1406 -0.184856 0.064699 -0.108198 NA
1408 -0.079578 -0.003828 -0.083711 NA
1410 -0.049606 0.007113 -0.042140 NA
1412 -0.147974 -0.003438 -0.151920 NA
1414 -0.025134 0.006382 -0.018591 NA
1416 -0.068270 0.021217 -0.045605 NA
1421 -0.051216 0.047402 -0.001386 NA
1423 -0.044767 -0.002082 -0.046942 NA
1426 -0.170283 0.025708 -0.140197 NA
1427 -0.060607 0.033458 -0.025121 NA
1428 -0.034950 0.019262 -0.015015 NA
1430 -0.068525 0.022107 -0.044903 NA
1436 -0.044006 -0.009539 -0.053965 NA
1438 -0.075935 -0.005886 -0.082268 NA
1439 -0.051584 0.021837 -0.028620 NA
1444 -0.078616 0.011538 -0.066171 NA
1445 -0.650501 0.003443 -0.644819 NA
1446 -0.097758 0.064150 -0.027337 NA
1448 -0.041025 0.010679 -0.029908 NA
1450 -0.031542 0.017886 -0.013091 NA
1454 -0.050027 0.021490 -0.027461 NA
1463 -1.000000 0.000000 -1.000000 NA
1469 -0.264801 -0.007749 -0.274602 NA
1471 -0.252906 0.019611 -0.228335 NA
1476 -0.260917 0.002901 -0.257258 NA
148 -0.091640 0.015176 -0.075074 NA
1480 -0.203766 -0.001132 -0.205128 NA
1481 -0.303110 0.019415 -0.277810 NA
1484 -0.043179 0.015386 -0.027129 NA
1485 -0.182881 -0.006312 -0.190347 NA
1486 -0.037450 0.002242 -0.035124 NA
1495 -0.051156 0.049423 0.000796 NA
15 -0.039750 0.035322 -0.003025 NA
1500 0.005931 -0.000436 0.005497 NA
1501 -0.060366 0.011838 -0.047813 NA
1502 -0.189404 0.041018 -0.140617 NA
1503 -0.193179 0.004831 -0.187415 NA
1508 -0.107696 0.041563 -0.061658 NA
151 -0.263245 -0.002411 -0.266291 NA
1516 -0.070120 -0.007682 -0.078341 NA
1517 -0.102800 -0.002098 -0.105113 NA
1519 -0.079376 0.015567 -0.062573 NA
152 -0.023807 0.042808 0.020020 NA
1522 -0.053392 0.033944 -0.017636 NA
1524 -0.197881 0.007722 -0.188631 NA
1530 -0.049441 0.013322 -0.035460 NA
1531 -0.130249 0.020430 -0.107158 NA
1539 -0.273541 0.012745 -0.257309 NA
154 -0.293955 -0.007170 -0.303232 NA
1542 -0.143731 -0.000377 -0.144162 NA
1549 -0.174864 0.008039 -0.165420 NA
1553 -0.082525 -0.006427 -0.089482 NA
1558 0.134378 0.016010 0.148237 NA
1563 -0.039494 0.013219 -0.025753 NA
1565 -0.088550 0.027979 -0.058094 NA
1566 -0.204727 0.086835 -0.100114 NA
1567 -0.045081 0.014960 -0.029446 NA
1568 -0.030732 -0.003886 -0.034738 NA
1569 -0.259940 0.035263 -0.215511 NA
1570 -0.932760 -0.000635 -0.933987 NA
1571 -0.137790 0.041804 -0.090226 NA
1573 -0.029829 0.015799 -0.013559 NA
1577 -0.054857 0.006202 -0.048314 NA
1578 0.036147 0.020258 0.055673 NA
1579 -0.036600 -0.003606 -0.040338 NA
1581 0.016574 0.022281 0.038486 NA
1582 -0.068779 0.008676 -0.059506 NA
1587 -0.061847 0.013290 -0.047736 NA
1596 -0.069124 0.007003 -0.061637 NA
1598 -0.161615 0.015448 -0.143671 NA
16 -0.045329 0.034906 -0.008841 NA
1601 -0.061704 0.005701 -0.055652 NA
1603 -0.328578 0.002401 -0.325388 NA
161 -0.052541 -0.003940 -0.056689 NA
1610 -0.060721 0.013598 -0.046298 NA
1612 -0.199236 0.054410 -0.133985 NA
1613 -0.206060 0.009846 -0.194185 NA
1614 -0.149634 0.008828 -0.139485 NA
1615 -0.207042 0.010484 -0.194388 NA
1616 -0.113444 0.008585 -0.103884 NA
1617 -0.301853 0.004868 -0.295515 NA
1619 -0.322658 -0.006583 -0.331366 NA
1622 -0.032965 0.022164 -0.010071 NA
1626 -0.049145 0.023537 -0.024451 NA
1628 -0.188185 0.010013 -0.176288 NA
1629 -0.211567 -0.001913 -0.213885 NA
1633 -0.093131 -0.000171 -0.093318 NA
1637 -0.253996 0.050062 -0.191218 NA
1640 -0.141650 0.012082 -0.127857 NA
1642 -0.210328 -0.000692 -0.211166 NA
1644 -0.052317 0.020677 -0.030558 NA
1646 -0.379943 0.001820 -0.377431 NA
1648 0.024339 0.030449 0.054048 NA
1649 -0.029508 0.017783 -0.011200 NA
165 -0.119812 0.002300 -0.117237 NA
1652 -0.077428 0.020367 -0.055484 NA
1653 -0.024640 0.000687 -0.023936 NA
1654 -0.216727 0.019337 -0.193199 NA
1658 -0.036770 0.030108 -0.005555 NA
166 -0.077188 -0.001206 -0.078487 NA
1660 -0.022212 0.003312 -0.018826 NA
1665 -0.106217 -0.004066 -0.110714 NA
1671 -0.045190 0.001698 -0.043415 NA
1677 -0.236454 -0.003912 -0.241291 NA
1680 -0.026445 -0.007007 -0.033637 NA
1686 -0.109159 0.034884 -0.070467 NA
1692 -0.171217 0.016538 -0.151847 NA
1693 -0.036122 0.009974 -0.025788 NA
1694 -0.113855 0.015886 -0.096160 NA
1696 -0.249671 0.004380 -0.244198 NA
1697 -0.249406 0.024045 -0.219365 NA
17 -0.056447 0.015080 -0.040516 NA
1708 -0.290571 0.026388 -0.256516 NA
1709 -0.468755 0.025266 -0.431646 NA
1712 -0.105307 0.007490 -0.097027 NA
1718 -0.053980 0.003349 -0.050450 NA
1724 -0.743289 0.031549 -0.688290 NA
1725 -0.307006 0.023054 -0.276874 NA
1726 -0.067888 0.001026 -0.066791 NA
1727 -0.041733 0.037493 -0.002675 NA
1731 -0.190238 0.017097 -0.169889 NA
1736 -0.338785 -0.007944 -0.349421 NA
1749 -0.188377 0.004841 -0.182624 NA
1751 -0.032327 0.104658 0.075714 NA
1756 -0.111950 -0.007699 -0.120511 NA
1757 0.094263 0.030019 0.121453 NA
1759 -0.036982 -0.004703 -0.041858 NA
1760 -0.033044 0.021709 -0.010618 NA
1761 -0.047359 0.030517 -0.015397 NA
1763 -0.035685 0.015539 -0.019591 NA
1767 -0.068182 0.016531 -0.050524 NA
1770 -0.075325 0.015884 -0.058244 NA
1774 -0.083916 0.002163 -0.081571 NA
1779 -0.176635 0.000042 -0.176586 NA
178 -0.045624 0.013314 -0.031703 NA
1785 -0.740574 -0.002817 -0.745477 NA
1789 -0.035797 0.000979 -0.034783 NA
179 -0.091024 0.010148 -0.079952 NA
1793 -1.000000 0.000000 -1.000000 NA
1796 -0.026414 0.004247 -0.022055 NA
1799 -0.106170 0.015088 -0.089480 NA
18 -0.054143 0.008998 -0.044658 NA
1800 0.072656 0.024056 0.094964 NA
1802 -0.034469 0.003803 -0.030536 NA
1804 -0.064124 0.021145 -0.041623 NA
1805 -0.045328 -0.000842 -0.046209 NA
1808 -0.102798 0.059940 -0.036696 NA
1810 -0.154988 0.009586 -0.143916 NA
1811 -0.095704 -0.002545 -0.098493 NA
1816 -0.067471 0.013477 -0.053084 NA
1818 -0.271898 -0.001065 -0.273253 NA
1819 -0.052987 -0.003798 -0.056986 NA
1821 -0.041475 0.032532 -0.007594 NA
1823 -0.153329 -0.003179 -0.156995 NA
1827 -0.079237 0.019560 -0.058127 NA
1828 -0.364625 -0.003811 -0.369825 NA
1829 -0.142923 0.002874 -0.139639 NA
183 -0.033473 0.028695 -0.003818 NA
1834 -0.042854 0.011258 -0.031113 NA
1835 -0.055977 0.027771 -0.026651 NA
1836 -0.054604 0.009102 -0.045005 NA
1842 -0.299603 0.005996 -0.291810 NA
1849 -0.080450 0.017705 -0.061320 NA
185 -0.135517 -0.005571 -0.141843 NA
1852 -0.097682 0.051993 -0.040610 NA
1857 -0.057574 0.028327 -0.027616 NA
1858 0.031070 0.020929 0.051348 NA
1861 -0.166240 0.002887 -0.162873 NA
1864 -0.044952 0.019872 -0.024187 NA
1868 -0.155323 0.001427 -0.153675 NA
1872 -0.037098 0.034636 -0.001177 NA
1879 -0.428651 -0.003151 -0.433153 NA
1884 -0.117685 0.031210 -0.082802 NA
1886 -0.152284 0.037598 -0.108961 NA
1897 -0.030917 -0.003072 -0.034085 NA
190 -0.045526 0.003798 -0.041555 NA
1900 -0.177100 0.014506 -0.160025 NA
1904 -0.036674 0.013966 -0.022196 NA
1908 -0.328146 0.020200 -0.301318 NA
1910 -0.072226 0.001578 -0.070534 NA
1922 -0.120799 0.096964 -0.012122 NA
1924 -0.334244 0.014720 -0.314604 NA
1928 -0.096866 -0.002704 -0.099833 NA
1929 -0.075452 0.078022 0.008457 NA
1930 -0.170254 0.018064 -0.149114 NA
1931 -0.057495 0.048631 -0.006068 NA
1932 -0.049356 0.015470 -0.033123 NA
1934 -0.641948 0.154227 -0.388716 NA
1937 -0.111492 0.012991 -0.097053 NA
1938 -0.039207 0.006148 -0.032819 NA
1941 -0.133184 0.022412 -0.107787 NA
1948 -0.033635 0.006030 -0.027402 NA
1951 -0.024485 0.006585 -0.017739 NA
1954 -1.000000 0.000000 -1.000000 NA
1955 -0.206470 -0.006382 -0.214169 NA
1956 -0.042452 0.005172 -0.037060 NA
1959 -0.124572 0.009452 -0.113942 NA
196 -0.032956 0.017242 -0.015145 NA
1962 0.013489 0.007572 0.020959 NA
1967 -0.055109 0.034277 -0.018943 NA
1969 0.044513 0.017891 0.061608 NA
197 -0.032435 0.003311 -0.029016 NA
1972 -0.054033 0.006804 -0.046861 NA
1977 -0.384004 0.011203 -0.368499 NA
1978 -0.075205 0.026930 -0.046251 NA
1980 -0.029171 0.017535 -0.011124 NA
1983 -0.127795 0.024802 -0.099824 NA
1985 -0.380821 -0.003169 -0.385198 NA
1986 -0.032851 0.016979 -0.015314 NA
1987 -0.119282 0.028737 -0.087116 NA
1988 0.041394 -0.007143 0.034546 NA
1989 -0.045067 0.021489 -0.022610 NA
199 -0.205023 0.051489 -0.142978 NA
1991 -0.136294 0.015049 -0.119194 NA
1995 0.010264 0.029021 0.038988 NA
1996 -0.275056 0.022056 -0.246933 NA
1999 0.135759 0.050473 0.179380 NA
2003 -0.074162 0.008925 -0.064575 NA
2008 -1.000000 0.000000 -1.000000 NA
2009 -0.299947 0.033898 -0.255881 NA
201 -0.064907 0.007125 -0.057320 NA
2012 -0.069682 0.063679 -0.001565 NA
2013 -0.044002 0.029114 -0.013608 NA
2016 -0.299606 0.014454 -0.280821 NA
2019 -0.097658 0.015511 -0.080632 NA
2023 -0.658664 0.090786 -0.508081 NA
2028 -0.084323 0.086620 0.009602 NA
203 -0.035934 0.007190 -0.028486 NA
2032 -0.099206 -0.006272 -0.106101 NA
2035 -0.633386 0.003144 -0.628251 NA
204 -0.125776 0.024927 -0.097714 NA
2047 -0.042478 0.018704 -0.022979 NA
2048 0.056226 0.062223 0.114951 NA
2057 0.080792 -0.001606 0.079315 NA
206 -0.089734 0.012197 -0.076442 NA
2061 -0.280519 0.029792 -0.242370 NA
2067 -0.193831 0.003656 -0.189467 NA
2068 -0.111844 0.057860 -0.047513 NA
2069 -0.065530 -0.002398 -0.068084 NA
207 -0.062884 0.017653 -0.044122 NA
2070 -0.095761 -0.004984 -0.101222 NA
2072 -0.289833 0.018438 -0.266051 NA
2076 -0.103115 -0.005984 -0.109716 NA
2077 -0.179201 0.018762 -0.157077 NA
2080 -0.050777 0.018617 -0.031214 NA
2081 -0.018733 0.014658 -0.003800 NA
2084 -0.311292 0.005107 -0.304596 NA
2091 0.103311 0.022509 0.123495 NA
2093 -0.032744 0.012502 -0.019832 NA
2094 -0.126608 -0.009620 -0.137447 NA
21 -0.604662 0.029915 -0.556658 NA
2101 0.185568 -0.011188 0.176457 NA
2108 -0.089670 0.002558 -0.086883 NA
2109 -0.302836 0.041786 -0.248395 NA
2111 -0.014136 -0.000760 -0.014907 NA
2113 -0.058566 0.022881 -0.034345 NA
212 -0.034408 0.025368 -0.008167 NA
2120 -0.065918 0.002180 -0.063593 NA
2125 0.072687 0.003480 0.075913 NA
2126 -0.040389 -0.002256 -0.042736 NA
2127 -0.043750 0.011125 -0.032138 NA
2129 -0.018250 0.006911 -0.011213 NA
213 -0.413525 0.080603 -0.299590 NA
2131 -0.021312 0.001206 -0.020080 NA
2135 -0.295626 0.009865 -0.282845 NA
2136 -0.108672 0.004042 -0.104190 NA
2141 -0.446051 0.074320 -0.338581 NA
2143 -0.400135 0.020350 -0.371642 NA
2146 -0.378313 -0.002296 -0.381477 NA
2149 -0.200253 0.008230 -0.190375 NA
2151 -0.040094 0.000104 -0.039986 NA
2158 -0.028110 0.014897 -0.012794 NA
2163 -0.427420 -0.004143 -0.433333 NA
2164 -0.024355 0.003956 -0.020302 NA
2165 -0.264815 0.018546 -0.241357 NA
2167 -0.108045 0.031249 -0.073420 NA
2170 -0.048853 0.030112 -0.017270 NA
2171 -0.240638 0.034501 -0.197835 NA
2172 0.155339 0.014792 0.167833 NA
2173 -0.115790 0.020779 -0.092606 NA
2174 0.073776 -0.000818 0.073018 NA
2181 -0.023051 0.009847 -0.012977 NA
2183 -0.038246 0.003124 -0.035003 NA
2184 -0.075630 0.078231 0.008517 NA
219 -0.022997 0.003009 -0.019918 NA
2190 -0.030709 0.016903 -0.013287 NA
2193 -0.080332 -0.006556 -0.087415 NA
2195 -0.053137 0.020664 -0.031375 NA
2197 -0.088164 0.046149 -0.037946 NA
220 -0.033140 0.004223 -0.028776 NA
2212 -0.026696 0.016937 -0.009307 NA
2220 -0.087797 0.047788 -0.035813 NA
2224 -0.068664 0.012977 -0.054796 NA
2226 -0.041815 -0.005784 -0.047841 NA
2232 -0.083783 0.025599 -0.056039 NA
2233 -0.032270 0.013684 -0.018145 NA
2234 -0.030647 0.024877 -0.005007 NA
2235 -0.319732 0.003615 -0.314962 NA
2239 -0.977520 0.000144 -0.977235 NA
2241 -0.125237 0.031527 -0.089761 NA
2245 -0.065785 0.026944 -0.037069 NA
2249 -0.031704 -0.008754 -0.040736 NA
2253 -0.037022 0.027498 -0.008506 NA
2255 -0.032333 0.020935 -0.010721 NA
2268 0.163138 0.010701 0.172093 NA
227 -0.030544 -0.001630 -0.032224 NA
2272 -0.066745 0.022458 -0.042788 NA
2273 -0.098629 0.028599 -0.067209 NA
2279 -0.031256 0.017643 -0.013062 NA
228 -0.109644 -0.001524 -0.111336 NA
2282 -0.134112 0.026690 -0.103842 NA
2296 -0.075145 0.077591 0.008277 NA
2299 -0.035190 0.010264 -0.024565 NA
23 0.088613 -0.000662 0.088010 NA
2301 -0.242651 0.001130 -0.241247 NA
2303 -0.241253 0.010677 -0.228000 NA
2307 -1.000000 0.000000 -1.000000 NA
231 -0.107435 0.027350 -0.077147 NA
2312 -0.023900 -0.002190 -0.026143 NA
2314 -0.330230 -0.002266 -0.333245 NA
2316 -0.324798 0.060572 -0.244552 NA
232 0.073354 0.007490 0.080294 NA
2322 -0.118489 0.023290 -0.092440 NA
2323 -0.030863 0.008193 -0.022417 NA
2324 -0.039475 0.024253 -0.014265 NA
2331 -0.191026 0.124580 -0.042648 NA
2332 -0.066364 0.002069 -0.064157 NA
2334 -0.028656 -0.006033 -0.034861 NA
2335 -0.057417 0.027780 -0.028042 NA
2340 -0.050597 0.029703 -0.019391 NA
2343 -0.069803 0.029401 -0.038350 NA
2348 -0.099111 0.056333 -0.037195 NA
2350 -0.025636 0.014777 -0.010481 NA
2353 -0.229920 -0.003715 -0.234490 NA
2361 -0.038781 0.025643 -0.012144 NA
2362 0.079062 0.029665 0.106382 NA
2366 -0.187094 0.000476 -0.186528 NA
2367 -0.045537 0.006452 -0.038791 NA
2372 -0.282881 -0.001814 -0.285208 NA
2376 0.122032 0.025487 0.144408 NA
2387 -0.009446 0.011918 0.002585 NA
2388 -0.149285 0.063448 -0.076365 NA
2389 -0.349007 0.008201 -0.337944 NA
239 -0.069165 0.041656 -0.024628 NA
2390 -0.029234 0.013763 -0.015068 NA
2391 -0.384049 0.026349 -0.347580 NA
2394 -0.147034 0.011420 -0.133934 NA
2396 -0.049760 0.024063 -0.024499 NA
2399 -0.073498 0.013157 -0.059375 NA
24 -0.079056 0.018211 -0.059405 NA
2402 -0.188585 0.007520 -0.179646 NA
2403 -0.162559 0.002595 -0.159542 NA
2409 -0.122834 0.030214 -0.088910 NA
2410 -0.086128 0.030739 -0.052741 NA
2424 -0.055715 0.024114 -0.030258 NA
2430 -0.033832 -0.003235 -0.037177 NA
2431 -0.028482 -0.004070 -0.032668 NA
2432 -0.187653 0.004662 -0.182116 NA
2434 -0.049576 0.018971 -0.029664 NA
2441 -0.035211 0.015401 -0.019268 NA
2445 -0.033169 0.012404 -0.020353 NA
2447 -0.035865 0.009233 -0.026301 NA
2449 -0.146240 0.027992 -0.114154 NA
2451 -0.067680 0.014632 -0.052057 NA
2454 -0.113127 0.002088 -0.110803 NA
2458 -0.085665 -0.004699 -0.090767 NA
2464 0.006229 0.001863 0.008081 NA
2467 -0.225978 0.006671 -0.217799 NA
2469 -0.171019 -0.001570 -0.172857 NA
247 -0.060224 -0.005055 -0.065583 NA
2474 -0.299268 0.014039 -0.281027 NA
2476 -0.100700 0.001993 -0.098507 NA
2477 0.257291 0.208611 0.412228 NA
248 -0.102799 0.072594 -0.022742 NA
2485 -0.038440 0.013739 -0.024173 NA
2489 -0.024724 -0.002091 -0.026867 NA
2491 0.041640 0.002365 0.043906 NA
2495 -0.021264 0.016709 -0.004200 NA
2496 -0.051238 0.003128 -0.047950 NA
2497 -0.025623 -0.003848 -0.029570 NA
2499 -0.646056 0.185027 -0.341491 NA
2502 -0.062379 0.008010 -0.053869 NA
2503 -0.084407 0.004896 -0.079097 NA
2504 -0.169759 0.001623 -0.167860 NA
2506 -0.092900 0.019917 -0.071132 NA
2513 0.115662 0.026512 0.139107 NA
2517 -0.043111 -0.004125 -0.047413 NA
2520 -0.298200 0.004693 -0.292108 NA
2526 -0.033096 0.017473 -0.015044 NA
2530 -0.029514 0.009124 -0.020120 NA
